Goal,Source,Style,Type,root,Unnamed: 5,Unnamed: 6,xcomps,quantities,sentiment,sentiment_confidence
start meditating,,,,start,,,[],[],POSITIVE,0.737206757068634
journal,,,,journal,,,[],[],POSITIVE,0.9654771685600281
start a journal,,,,start,,,[],[],POSITIVE,0.9957844614982605
zipline,,,,zipline,,,[],[],POSITIVE,0.9769014716148376
eat more healthily,,,,eat,,,[],[],POSITIVE,0.9977462887763977
eat healthier,,,,eat,,,[],[],POSITIVE,0.9990249872207642
eat more healthy foods,,,,eat,,,[],[],POSITIVE,0.9969960451126099
cook more,,,,cook,,,[],[],POSITIVE,0.997275173664093
learn to cook,,,,learn,,,['cook'],[],POSITIVE,0.9991773962974548
be more positive,,,,positive,,,[],[],POSITIVE,0.9997050166130066
give more compliments,,,,give,,,[],[],POSITIVE,0.9997847676277161
grind,,,,grind,,,[],[],NEGATIVE,0.9996578693389893
become a doctor,,,,become,,,['doctor'],[],POSITIVE,0.9968515038490295
work harder,,,,work,,,['hard'],[],POSITIVE,0.9760855436325073
Be more efficient,,,,efficient,,,[],[],POSITIVE,0.9857401251792908
Meditate for 30 minutes a day,,,,meditate,,,[],"[{'item': 'minutes', 'amount': '30'}]",NEGATIVE,0.8138619661331177
Meditate for 15 minutes each day,,,,meditate,,,[],"[{'item': 'minutes', 'amount': '15'}]",NEGATIVE,0.7440338730812073
meditate for 20 mins every day,,,,meditate,,,[],"[{'item': 'mins', 'amount': '20'}]",NEGATIVE,0.6666386127471924
Go to the gym every day,,,,go,,,[],[],POSITIVE,0.974220335483551
start a charity,,,,start,,,[],[],POSITIVE,0.9917362332344055
write an autobiography,,,,write,,,[],[],POSITIVE,0.9973561763763428
become famous,,,,become,,,['famous'],[],POSITIVE,0.99974125623703
get into fashion,,,,get,,,[],[],POSITIVE,0.9985612034797668
go to Paris fashion week,,,,go,,,[],[],POSITIVE,0.9966306090354919
learn how to sew,,,,learn,,,[],[],POSITIVE,0.9979853630065918
run a marathon,,,,run,,,[],[],POSITIVE,0.9676716327667236
marathon,,,,marathon,,,[],[],POSITIVE,0.9821919798851013
donate more,,,,donate,,,[],[],POSITIVE,0.9975793957710266
learn how to code,,,,learn,,,[],[],POSITIVE,0.9988744854927063
create an app,,,,create,,,[],[],POSITIVE,0.9924584031105042
create a brand,,,,create,,,[],[],POSITIVE,0.9997262358665466
create a fashion brand,,,,create,,,[],[],POSITIVE,0.9995392560958862
read,,,,read,,,[],[],POSITIVE,0.9962683320045471
read more,,,,read,,,[],[],POSITIVE,0.9879837036132812
Read more books,,,,read,,,[],[],POSITIVE,0.9929076433181763
leetcode every day,,,,leetcode,,,[],[],POSITIVE,0.8648279309272766
do leetcode every day,,,,do,,,[],[],NEGATIVE,0.9195490479469299
get into Google,,,,get,,,[],[],NEGATIVE,0.7240718007087708
get into google,,,,get,,,[],[],NEGATIVE,0.7240718007087708
find a good job,,,,find,,,[],[],POSITIVE,0.9997157454490662
get married,,,,marry,,,[],[],POSITIVE,0.996825098991394
See exotic places,,,,see,,,[],[],POSITIVE,0.9993112087249756
Have kids,,,,have,,,[],[],POSITIVE,0.9992451667785645
Become a doctor,,,,become,,,['doctor'],[],POSITIVE,0.9968515038490295
have a stable income,,,,have,,,[],[],POSITIVE,0.9997721314430237
propose,,,,propose,,,[],[],POSITIVE,0.9937666654586792
get into med school,,,,get,,,[],[],NEGATIVE,0.939340353012085
Be actually happy.,,,,happy,,,[],[],POSITIVE,0.9998819828033447
get engaged,,,,engage,,,[],[],POSITIVE,0.9993950128555298
see exotic places,,,,see,,,[],[],POSITIVE,0.9993112087249756
have children,,,,have,,,[],[],POSITIVE,0.9981920123100281
get a hot girlfriend,,,,get,,,[],[],POSITIVE,0.9830034971237183
get a hot boyfriend,,,,get,,,[],[],POSITIVE,0.9813598394393921
get a well-paid job,,,,get,,,[],[],POSITIVE,0.9934604167938232
become a millionare,,,,become,,,['millionare'],[],POSITIVE,0.9944309592247009
buy a pool,,,,buy,,,[],[],POSITIVE,0.988832950592041
get an apartment,,,,get,,,[],[],POSITIVE,0.9944943785667419
move to NYC,,,,move,,,[],[],POSITIVE,0.9988443851470947
retire,,,,retire,,,[],[],NEGATIVE,0.9973370432853699
become an actor,,,,become,,,['actor'],[],POSITIVE,0.9975142478942871
become a famous actor,,,,become,,,['actor'],[],POSITIVE,0.9996449947357178
become a celebrity,,,,become,,,['celebrity'],[],POSITIVE,0.9994115829467773
become a famous singer,,,,become,,,['singer'],[],POSITIVE,0.9997484087944031
actually get fit,,,,get,,,[],[],POSITIVE,0.9997109770774841
get fit,,,,get,,,[],[],POSITIVE,0.9990125894546509
buy a luxury car,,,,buy,,,[],[],POSITIVE,0.9980915188789368
get a Bugatti,,,,get,,,[],[],NEGATIVE,0.9996874332427979
learn karate,,,,learn,,,[],[],POSITIVE,0.991419792175293
get abs,,,,get,,,[],[],POSITIVE,0.9158647656440735
learn taekwondo,,,,learn,,,[],[],POSITIVE,0.9916150569915771
build a treehouse,,,,build,,,[],[],POSITIVE,0.9955046772956848
stop eating unhealthy,,,,stop,,,"['eat', 'unhealthy']",[],NEGATIVE,0.999413251876831
stop eating chips,,,,stop,,,['eat'],[],NEGATIVE,0.9994795918464661
run every day,,,,run,,,[],[],POSITIVE,0.9920165538787842
run 3 times a week,,,,run,,,[],"[{'item': 'times', 'amount': '3'}]",POSITIVE,0.8529476523399353
Jog 4 times a week,,,,jog,,,[],"[{'item': 'times', 'amount': '4'}]",POSITIVE,0.7590137720108032
Run 50 miles this month,,,,run,,,[],"[{'item': 'miles', 'amount': '50'}]",POSITIVE,0.9867990612983704
become a ceo,,,,become,,,['ceo'],[],POSITIVE,0.9981697797775269
IPO my company at 1 billion,,,,ipo,,,[],"[{'item': 'billion', 'amount': '1'}]",NEGATIVE,0.669842541217804
learn how to bake,,,,learn,,,[],[],POSITIVE,0.9948893785476685
open a restaurant,,,,open,,,[],[],POSITIVE,0.9991530179977417
be popular,,,,popular,,,[],[],POSITIVE,0.9997050166130066
read a paper every day,,,,read,,,[],[],POSITIVE,0.9338367581367493
write a research paper,,,,write,,,[],[],POSITIVE,0.79781574010849
publish a research paper,,,,publish,,,[],[],POSITIVE,0.989335834980011
publish a magazine,,,,publish,,,[],[],POSITIVE,0.9911523461341858
write more,,,,write,,,[],[],POSITIVE,0.9635167717933655
exercise more,,,,exercise,,,[],[],NEGATIVE,0.5418069958686829
Run at least 4 miles a day,,,,run,,,[],"[{'item': 'miles', 'amount': '4'}]",POSITIVE,0.9939776659011841
get straight As,,,,get,,,[],[],POSITIVE,0.926724374294281
win an award,,,,win,,,[],[],POSITIVE,0.9998362064361572
make more friends,,,,make,,,[],[],POSITIVE,0.9998379945755005
start talking to more people,,,,start,,,['talk'],[],POSITIVE,0.9687215089797974
pay more attention to the news,,,,pay,,,[],[],POSITIVE,0.9404214024543762
start following politics,,,,start,,,[],[],POSITIVE,0.9828474521636963
improve the way I dress,,,,improve,,,[],[],POSITIVE,0.9995964169502258
do 50 pushups a day,,,,do,,,[],"[{'item': 'pushups', 'amount': '50'}]",NEGATIVE,0.9370400309562683
Run a half marathon,,,,run,,,[],[],NEGATIVE,0.8255804181098938
become popular,,,,become,,,['popular'],[],POSITIVE,0.9997715353965759
be more sociable,,,,sociable,,,[],[],POSITIVE,0.9722775816917419
meet a new person every week,,,,meet,,,[],[],POSITIVE,0.9978892207145691
diet,,,,diet,,,[],[],POSITIVE,0.9967978596687317
go vegan,,,,go,,,['vegan'],[],POSITIVE,0.9862804412841797
start a business,,,,start,,,[],[],POSITIVE,0.9989370703697205
create a startup,,,,create,,,[],[],POSITIVE,0.9981447458267212
create a start-up,,,,create,,,[],[],POSITIVE,0.9993079900741577
create a label,,,,create,,,[],[],POSITIVE,0.9965142607688904
start a record label,,,,start,,,[],[],POSITIVE,0.9967688322067261
release an album,,,,release,,,[],[],POSITIVE,0.9985705614089966
find my soulmate,,,,find,,,[],[],POSITIVE,0.999646782875061
clean my room,,,,clean,,,[],[],POSITIVE,0.7917870283126831
Do 70 push-ups every day,,,,do,,,[],"[{'item': 'ups', 'amount': '70'}]",NEGATIVE,0.9826309084892273
do 40 pushups every day,,,,do,,,[],"[{'item': 'pushups', 'amount': '40'}]",NEGATIVE,0.9451788663864136
Do 10 pull-ups a day,,,,do,,,[],"[{'item': 'ups', 'amount': '10'}]",NEGATIVE,0.9437723159790039
learn something new every day,,,,learn,,,[],[],POSITIVE,0.9989588260650635
stop masturbating,,,,stop,,,[],[],NEGATIVE,0.981687605381012
stop doing drugs,,,,stop,,,['do'],[],NEGATIVE,0.9971177577972412
stop vaping,,,,stop,,,[],[],NEGATIVE,0.9992235898971558
stop doing heroin,,,,stop,,,['do'],[],NEGATIVE,0.9961361289024353
stop smoking,,,,stop,,,[],[],NEGATIVE,0.9700389504432678
stop gambling,,,,stop,,,[],[],NEGATIVE,0.9919346570968628
stop betting,,,,stop,,,[],[],NEGATIVE,0.9996293783187866
get my finances in order,,,,get,,,[],[],NEGATIVE,0.9916841983795166
create a budget,,,,create,,,[],[],POSITIVE,0.9975911378860474
do my homework on time,,,,do,,,[],[],POSITIVE,0.9693845510482788
get an A+ on my physics exam,,,,get,,,[],[],POSITIVE,0.9657499194145203
become the German embassy,,,,become,,,['embassy'],[],POSITIVE,0.6623110175132751
become a rapper,,,,become,,,['rapper'],[],POSITIVE,0.9975777268409729
turn in my homework on time,,,,turn,,,[],[],POSITIVE,0.9591858983039856
turn in my assignments on time,,,,turn,,,[],[],POSITIVE,0.9761739373207092
get my work done,,,,get,,,['do'],[],NEGATIVE,0.5746082663536072
become a bartender,,,,become,,,['bartender'],[],POSITIVE,0.9531061053276062
learn mixology,,,,learn,,,[],[],POSITIVE,0.996566653251648
start a youtube channel,,,,start,,,[],[],NEGATIVE,0.6939679384231567
get 10k followers on instagram,,,,get,,,[],"[{'item': 'followers', 'amount': 'k'}]",NEGATIVE,0.6621176600456238
get 1000 followers,,,,get,,,[],"[{'item': 'followers', 'amount': '1000'}]",POSITIVE,0.9904975295066833
find my purpose,,,,find,,,[],[],POSITIVE,0.9904206991195679
get good grades this year,,,,get,,,[],[],POSITIVE,0.9998121857643127
have better time management,,,,have,,,[],[],NEGATIVE,0.9710931777954102
get my driver's license,,,,get,,,[],[],NEGATIVE,0.9901251792907715
take the SAT,,,,take,,,[],[],POSITIVE,0.9067414402961731
be a good friend,,,,friend,,,[],[],POSITIVE,0.9998493194580078
hug mom,,,,hug,,,[],[],POSITIVE,0.9995748400688171
bake more,,,,bake,,,[],[],NEGATIVE,0.9851166605949402
be a better dog mom,,,,mom,,,[],[],NEGATIVE,0.9808481931686401
reduce body fat,,,,reduce,,,[],[],NEGATIVE,0.9694585800170898
get elected president,,,,get,,,[],[],POSITIVE,0.9988431930541992
become president,,,,become,,,['president'],[],POSITIVE,0.9993346333503723
get elected to a government position,,,,elect,,,[],[],POSITIVE,0.9909982681274414
get elected to the senate,,,,elect,,,[],[],POSITIVE,0.9965697526931763
be a good boyfriend,,,,boyfriend,,,[],[],POSITIVE,0.99964439868927
be a good girlfriend,,,,girlfriend,,,[],[],POSITIVE,0.9997825026512146
be a good partner,,,,partner,,,[],[],POSITIVE,0.999869704246521
turn things in on time,,,,turn,,,[],[],POSITIVE,0.9989757537841797
be better at communicating,,,,good,,,[],[],NEGATIVE,0.9889382123947144
respond to texts regularly,,,,respond,,,[],[],POSITIVE,0.9981606602668762
check my email every day,,,,check,,,[],[],NEGATIVE,0.9454612731933594
find something I'm interested in,,,,find,,,[],[],POSITIVE,0.9979100823402405
find something I actually enjoy,,,,find,,,[],[],POSITIVE,0.9997038245201111
find a friend,,,,find,,,[],[],POSITIVE,0.9986795783042908
get an A on my exam,,,,get,,,[],[],POSITIVE,0.9237325191497803
get a 4.0,,,,get,,,[],[],POSITIVE,0.9918835163116455
get a 4.0 this semester,,,,get,,,[],[],POSITIVE,0.9925388693809509
volunteer at a kitchen,,,,volunteer,,,[],[],NEGATIVE,0.5417989492416382
do more volunteer work,,,,do,,,[],[],POSITIVE,0.9499260783195496
save the environment,,,,save,,,[],[],POSITIVE,0.9919455647468567
become a starter,,,,become,,,['starter'],[],POSITIVE,0.9991635084152222
get good at basketball,,,,get,,,['good'],[],POSITIVE,0.999437153339386
get good at baseball,,,,get,,,['good'],[],POSITIVE,0.9995403289794922
get good at football,,,,get,,,['good'],[],POSITIVE,0.9995959401130676
score a touchdown,,,,score,,,[],[],POSITIVE,0.9989377856254578
hit a homerun,,,,hit,,,[],[],POSITIVE,0.9745646119117737
get good at running,,,,get,,,['good'],[],POSITIVE,0.9995682835578918
beat my mile time,,,,beat,,,[],[],POSITIVE,0.8560259938240051
run a sub-6 mile,,,,run,,,[],"[{'item': 'sub', 'amount': '6'}]",NEGATIVE,0.9568987488746643
run a sub-5 mile,,,,run,,,[],"[{'item': 'mile', 'amount': '5'}]",NEGATIVE,0.9580391645431519
be attractive,,,,attractive,,,[],[],POSITIVE,0.99983811378479
do my taxes,,,,do,,,[],[],NEGATIVE,0.6935551762580872
save more money,,,,save,,,[],[],NEGATIVE,0.9856094717979431
stop spending extra money,,,,stop,,,['spend'],[],NEGATIVE,0.9996143579483032
join the NBA,,,,join,,,[],[],POSITIVE,0.9875174164772034
join the NFL,,,,join,,,[],[],POSITIVE,0.9855369925498962
get recruited,,,,recruit,,,[],[],POSITIVE,0.978646457195282
start a firm,,,,start,,,[],[],POSITIVE,0.9987265467643738
get a job at goldman,,,,get,,,[],[],POSITIVE,0.9642141461372375
get a job at mckinsey,,,,get,,,[],[],POSITIVE,0.990802526473999
get a job at google,,,,get,,,[],[],POSITIVE,0.6897069215774536
get into Harvard,,,,get,,,[],[],POSITIVE,0.9784573316574097
get into MIT,,,,get,,,[],[],POSITIVE,0.7332931160926819
get into Yale,,,,get,,,[],[],POSITIVE,0.9841386675834656
get into Princeton,,,,get,,,[],[],POSITIVE,0.9905548691749573
get into an elite college,,,,get,,,[],[],POSITIVE,0.997663140296936
become first chair,,,,become,,,['chair'],[],POSITIVE,0.9988149404525757
have a live performance,,,,have,,,[],[],POSITIVE,0.9997391104698181
study regularly,,,,study,,,[],[],POSITIVE,0.9936995506286621
be committed,,,,commit,,,[],[],POSITIVE,0.9975296854972839
learn how to wrestle,,,,learn,,,[],[],POSITIVE,0.9978359341621399
win my wrestling tournament,,,,win,,,[],[],POSITIVE,0.9997820258140564
join a frat,,,,join,,,[],[],NEGATIVE,0.5060619115829468
join a school club,,,,join,,,[],[],POSITIVE,0.9270208477973938
get into a nightclub,,,,get,,,[],[],NEGATIVE,0.9007214307785034
practice coding problems every day,,,,practice,,,[],[],NEGATIVE,0.9971928000450134
be more relaxed,,,,relaxed,,,[],[],POSITIVE,0.9976054430007935
have a happy relationship,,,,have,,,[],[],POSITIVE,0.999882698059082
make a ton of money,,,,make,,,[],[],POSITIVE,0.996904194355011
retire early,,,,retire,,,[],[],NEGATIVE,0.9919931888580322
make a garden,,,,make,,,[],[],POSITIVE,0.9994174242019653
get a pizza oven,,,,get,,,[],[],NEGATIVE,0.9348126649856567
stop being depressed,,,,stop,,,['depressed'],[],NEGATIVE,0.7576894760131836
exercise without being out of breath,,,,exercise,,,[],[],POSITIVE,0.9990111589431763
stay healhy,,,,stay,,,[],[],POSITIVE,0.9978002905845642
hike once a week,,,,hike,,,[],[],POSITIVE,0.9829509854316711
recover from surgery,,,,recover,,,[],[],POSITIVE,0.9903843402862549
get a group of friends,,,,get,,,[],[],POSITIVE,0.9995298385620117
get a best friend,,,,get,,,[],[],POSITIVE,0.999423623085022
get stronger,,,,get,,,['strong'],[],POSITIVE,0.9989432692527771
explore the outdoors more,,,,explore,,,[],[],POSITIVE,0.9994112253189087
build a cabin,,,,build,,,[],[],POSITIVE,0.9970372915267944
build a birdhouse,,,,build,,,[],[],POSITIVE,0.9935184121131897
learn about carpentry,,,,learn,,,[],[],POSITIVE,0.9980732202529907
go sub-7 on the erg,,,,go,,,[],[],NEGATIVE,0.9907453060150146
get a sub 7 minute time rowing,,,,get,,,[],"[{'item': 'minute', 'amount': '7'}]",NEGATIVE,0.8672965168952942
sub 7,,,,sub,,,[],[],POSITIVE,0.6104258298873901
sub 6:30,,,,sub,,,[],[],POSITIVE,0.5060652494430542
get a sub 6:30,,,,get,,,[],[],NEGATIVE,0.9704420566558838
climb mount everest,,,,climb,,,[],[],POSITIVE,0.9971728324890137
join an esports team,,,,join,,,[],[],POSITIVE,0.9888759255409241
go scuba diving,,,,go,,,[],[],POSITIVE,0.9695209860801697
graduate summa cum laude,,,,graduate,,,[],[],POSITIVE,0.9979187846183777
do a backflip,,,,do,,,[],[],NEGATIVE,0.9811986684799194
swim every day,,,,swim,,,[],[],POSITIVE,0.9975862503051758
workout every day,,,,workout,,,[],[],POSITIVE,0.997359573841095
swim 5 times a week,,,,swim,,,[],"[{'item': 'times', 'amount': '5'}]",POSITIVE,0.9896687865257263
jog 3 times a week,,,,jog,,,[],"[{'item': 'times', 'amount': '3'}]",POSITIVE,0.6578505039215088
cycle every day,,,,cycle,,,[],[],POSITIVE,0.9966656565666199
go cycling every day,,,,go,,,['cycle'],[],POSITIVE,0.9978658556938171
earn more money,,,,earn,,,[],[],POSITIVE,0.9943923354148865
study  ,,,,study,,,[],[],POSITIVE,0.9933806657791138
get better at makeup,,,,get,,,['good'],[],NEGATIVE,0.8938106894493103
be pretty,,,,be,,,[],[],POSITIVE,0.9996984004974365
start investing,,,,start,,,[],[],POSITIVE,0.9978947043418884
